actualWgt,businessDate,businessShift,carcassGroupTypeCd,carcassGroupTypeNm,productCd,quantity,sapPlantCd,weight,weightUom,yieldGroupCd,destinationGroupCd,destinationGroupNm
420.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000693,7.0,1CCO,420.0,LB,78036,703,Harvest
7834.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,008407,4.0,1CCO,7833.0,LB,50001,700,Fab
6006.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,010343,132.0,1CCO,6006.2,LB,1085,700,Fab
1051.8,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,010425,25.0,1CCO,1051.8,LB,1092,700,Fab
2200.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011020,34.0,1CCO,2200.6,LB,3026,700,Fab
12502.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011042,6.0,1CCO,12502.0,LB,3026,700,Fab
1820.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011046,1.0,1CCO,1820.0,LB,3126,700,Fab
40221.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011473,645.0,1CCO,40221.6,LB,2045,700,Fab
679.8,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011516,9.0,1CCO,679.8,LB,1099,700,Fab
2423.7,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012137,37.0,1CCO,2423.7,LB,12021,700,Fab
2368.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012146,33.0,1CCO,2368.5,LB,12041,700,Fab
16903.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,017324,359.0,1CCO,16903.6,LB,4017,700,Fab
10340.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,018326,159.0,1CCO,10340.5,LB,5017,700,Fab
13560.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,018720,215.0,1CCO,13560.5,LB,4051,700,Fab
4650.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,020429,96.0,1CCO,4650.2,LB,9022,700,Fab
48280.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,020602,27.0,1CCO,48286.0,LB,50094,0,Default
1530.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,021415,35.0,1CCO,1530.5,LB,2010,700,Fab
14668.1,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,021426,337.0,1CCO,14668.1,LB,2010,700,Fab
86.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,021515,2.0,1CCO,86.0,LB,1099,700,Fab
4511.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022023,80.0,1CCO,4511.5,LB,11058,700,Fab
145.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022137,4.0,1CCO,145.5,LB,12016,700,Fab
991.3,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,028190,23.0,1CCO,991.3,LB,13048,700,Fab
1720.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,028521,41.0,1CCO,1720.5,LB,4098,700,Fab
1016.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,028918,25.0,1CCO,1016.0,LB,7010,700,Fab
6754.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,031120,153.0,1CCO,6754.0,LB,3021,700,Fab
1461.4,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,039370,21.0,1CCO,1461.4,LB,4096,700,Fab
-42.8,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,040326,-1.0,1CCO,-42.8,LB,13010,700,Fab
6074.7,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,040717,346.0,1CCO,6074.7,LB,50290,0,Default
14242.3,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,040749,718.0,1CCO,14242.3,LB,74011,0,Default
-24.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,040858,-1.0,1CCO,-24.0,LB,74043,0,Default
39632.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,041466,20.0,1CCO,39630.0,LB,2005,700,Fab
11484.3,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,041874,146.0,1CCO,11484.3,LB,1106,700,Fab
1031.9,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,042483,12.0,1CCO,1031.9,LB,1086,700,Fab
143.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,048224,2.0,1CCO,143.0,LB,5022,700,Fab
2048.7,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,048326,33.0,1CCO,2048.7,LB,5017,700,Fab
3861.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,050427,3.0,1CCO,3862.0,LB,50001,700,Fab
2141.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,060440,2.0,1CCO,2142.0,LB,50039,700,Fab
258.8,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,070324,6.0,1CCO,258.8,LB,13001,700,Fab
694.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071221,11.0,1CCO,694.6,LB,3003,700,Fab
379.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071226,5.0,1CCO,379.5,LB,3004,700,Fab
2904.6,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071474,69.0,1CCO,2904.6,LB,2005,700,Fab
66.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071722,1.0,1CCO,66.5,LB,1022,700,Fab
2338.1,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071822,50.0,1CCO,2338.1,LB,1022,700,Fab
1037.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,072172,26.0,1CCO,1037.0,LB,12021,700,Fab
2615.4,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,076625,75.0,1CCO,2615.4,LB,10002,700,Fab
398.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081170,9.0,1CCO,398.2,LB,3021,700,Fab
5442.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081175,122.0,1CCO,5442.2,LB,3021,700,Fab
1641.5,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081225,22.0,1CCO,1641.5,LB,3004,700,Fab
10708.1,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081226,168.0,1CCO,10708.1,LB,3004,700,Fab
539.3,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081271,17.0,1CCO,539.3,LB,3003,700,Fab
1787.9,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081275,28.0,1CCO,1787.9,LB,3004,700,Fab
1847.7,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081524,26.0,1CCO,1847.7,LB,1099,700,Fab
-406.9,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081722,-5.0,1CCO,-406.9,LB,1022,700,Fab
,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,082071,,1CCO,,LB,11001,700,Fab
1045.3,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,082420,15.0,1CCO,1045.3,LB,1096,700,Fab
14564.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,088326,230.0,1CCO,14564.0,LB,5017,700,Fab
5314.4,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,088428,128.0,1CCO,5314.4,LB,5031,700,Fab
2448.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,091225,59.0,1CCO,2448.2,LB,3004,700,Fab
71.2,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,098345,1.0,1CCO,71.2,LB,5004,700,Fab
7135.0,2023-01-03T00:00:00Z,1.0,CMS,Cargill Meat Solutions,SC0101,121.0,1CCO,7135.0,LB,95024,,
1102.4,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000512,45.0,1CCO,1102.4,LB,71020,703,Harvest
5400.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000526,90.0,1CCO,5400.0,LB,70003,703,Harvest
3229.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000710,2.0,1CCO,3228.0,LB,50163,0,Default
6182.5,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,002389,3.0,1CCO,6182.0,LB,62293,707,Chub
17542.2,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,002394,295.0,1CCO,17542.2,LB,62293,707,Chub
81085.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,008467,40.0,1CCO,81073.0,LB,50039,700,Fab
2064.4,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,010328,36.0,1CCO,2064.4,LB,13014,700,Fab
1982.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,010425,38.0,1CCO,1982.0,LB,1092,700,Fab
4266.5,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011043,3.0,1CCO,4268.0,LB,3026,700,Fab
759.2,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011235,10.0,1CCO,759.2,LB,3004,700,Fab
4926.3,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011284,79.0,1CCO,4926.3,LB,3004,700,Fab
10959.6,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011324,182.0,1CCO,10959.6,LB,3004,700,Fab
27279.8,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011846,453.0,1CCO,27279.8,LB,1028,700,Fab
1943.2,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,012131,25.0,1CCO,1943.2,LB,12023,700,Fab
981.1,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,012171,22.0,1CCO,981.1,LB,12022,700,Fab
10659.8,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,016820,185.0,1CCO,10659.8,LB,8035,700,Fab
6588.9,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,016836,95.0,1CCO,6588.9,LB,8034,700,Fab
10208.4,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,017145,131.0,1CCO,10208.4,LB,14001,700,Fab
38462.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018422,20.0,1CCO,38468.0,LB,5002,700,Fab
11286.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018538,6.0,1CCO,11284.0,LB,4091,700,Fab
2095.9,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018631,31.0,1CCO,2095.9,LB,6001,700,Fab
8024.3,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018740,122.0,1CCO,8024.3,LB,4051,700,Fab
47.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,019142,1.0,1CCO,47.0,LB,4056,700,Fab
1158.2,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,019331,18.0,1CCO,1158.2,LB,4096,700,Fab
1617.7,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,019341,24.0,1CCO,1617.7,LB,4096,700,Fab
43041.4,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,020602,23.0,1CCO,43046.0,LB,50094,0,Default
4232.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,021426,101.0,1CCO,4232.0,LB,2010,700,Fab
99.8,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,021588,2.0,1CCO,99.8,LB,1099,700,Fab
-39.2,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,032125,-1.0,1CCO,-39.2,LB,12021,700,Fab
2356.3,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,037828,36.0,1CCO,2356.3,LB,4032,700,Fab
4860.6,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,040905,119.0,1CCO,4860.6,LB,4294,0,Default
310.7,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,042440,5.0,1CCO,310.7,LB,1096,700,Fab
5296.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,046620,94.0,1CCO,5296.0,LB,10002,700,Fab
2640.9,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,047145,35.0,1CCO,2640.9,LB,14001,700,Fab
704.6,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,048826,9.0,1CCO,704.6,LB,4050,700,Fab
-41.1,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,049024,-1.0,1CCO,-41.1,LB,7006,700,Fab
2285.6,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,050425,95.0,1CCO,2285.6,LB,1092,700,Fab
26923.5,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,052334,13.0,1CCO,26922.0,LB,62710,707,Chub
18160.5,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,060479,9.0,1CCO,18162.0,LB,50054,700,Fab
1945.5,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,064465,1.0,1CCO,1946.0,LB,50029,700,Fab
-84.0,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,096826,-1.0,1CCO,-84.0,LB,8034,700,Fab
2968.3,2023-01-03T00:00:00Z,2.0,CMS,Cargill Meat Solutions,098845,67.0,1CCO,2968.3,LB,4050,700,Fab
-59.8,2023-01-03T00:00:00Z,,CMS,Cargill Meat Solutions,000278,-1.0,1CCO,-59.8,LB,62374,707,Chub
-49.0,2023-01-03T00:00:00Z,,CMS,Cargill Meat Solutions,000282,-1.0,1CCO,-48.0,LB,62307,707,Chub
-78.6,2023-01-03T00:00:00Z,,CMS,Cargill Meat Solutions,002281,-1.0,1CCO,-78.6,LB,62110,707,Chub
-40.7,2023-01-03T00:00:00Z,,CMS,Cargill Meat Solutions,157305,-1.0,1CCO,-40.0,LB,62273,707,Chub
16047.6,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000282,328.0,1CCO,15744.0,LB,62307,707,Chub
19650.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,001441,12.0,1CCO,19654.0,LB,50134,700,Fab
2187.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,005336,1.0,1CCO,2188.0,LB,62281,707,Chub
2784.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,010428,61.0,1CCO,2784.5,LB,1085,700,Fab
8507.6,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011722,126.0,1CCO,8507.6,LB,1022,700,Fab
8834.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012010,134.0,1CCO,8834.0,LB,11001,700,Fab
2866.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012423,35.0,1CCO,2866.5,LB,1086,700,Fab
4923.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,018621,71.0,1CCO,4923.5,LB,6001,700,Fab
1607.8,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,020308,34.0,1CCO,1607.8,LB,13001,700,Fab
4364.6,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,020327,103.0,1CCO,4364.6,LB,13001,700,Fab
2554.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022091,56.0,1CCO,2554.0,LB,11049,700,Fab
75.2,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022137,2.0,1CCO,75.2,LB,12016,700,Fab
4838.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,026632,3.0,1CCO,4838.0,LB,10002,700,Fab
395.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,028190,9.0,1CCO,395.5,LB,13048,700,Fab
740.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,028232,14.0,1CCO,740.4,LB,50016,700,Fab
7565.8,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,031120,163.0,1CCO,7565.8,LB,3021,700,Fab
3967.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,036621,2.0,1CCO,3968.0,LB,10002,700,Fab
1850.3,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,040445,42.0,1CCO,1850.3,LB,1092,700,Fab
64.9,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,046980,1.0,1CCO,64.9,LB,9034,700,Fab
36800.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,050452,21.0,1CCO,36798.0,LB,50003,700,Fab
5251.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,050471,3.0,1CCO,5252.0,LB,50066,700,Fab
69546.8,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,050602,44.0,1CCO,69560.0,LB,50137,700,Fab
26359.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,070435,14.0,1CCO,26360.0,LB,50036,700,Fab
29458.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,070440,16.0,1CCO,29454.0,LB,50039,700,Fab
1712.3,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071227,51.0,1CCO,1712.3,LB,3003,700,Fab
47.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071266,1.0,1CCO,47.4,LB,3017,700,Fab
1930.8,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,071822,40.0,1CCO,1930.8,LB,1022,700,Fab
1236.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,072124,29.0,1CCO,1236.4,LB,12019,700,Fab
209.3,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,076620,4.0,1CCO,209.3,LB,10002,700,Fab
526.5,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,077526,11.0,1CCO,526.5,LB,4023,700,Fab
2599.9,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,077924,39.0,1CCO,2599.9,LB,4032,700,Fab
2444.7,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,080243,41.0,1CCO,2444.7,LB,62720,707,Chub
4225.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,080467,2.0,1CCO,4224.0,LB,50039,700,Fab
6398.3,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081175,146.0,1CCO,6398.3,LB,3021,700,Fab
2065.6,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081223,36.0,1CCO,2065.6,LB,3003,700,Fab
1813.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081225,24.0,1CCO,1813.4,LB,3004,700,Fab
11979.6,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081275,185.0,1CCO,11979.6,LB,3004,700,Fab
20960.4,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081447,12.0,1CCO,20964.0,LB,50134,700,Fab
1206.1,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,081828,15.0,1CCO,1206.1,LB,2010,700,Fab
1310.2,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,082420,18.0,1CCO,1310.2,LB,1096,700,Fab
4353.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,086921,65.0,1CCO,4353.0,LB,9007,700,Fab
11821.2,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,087323,262.0,1CCO,11821.2,LB,4017,700,Fab
682.7,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,088720,11.0,1CCO,682.7,LB,4051,700,Fab
2735.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,088876,51.0,1CCO,2735.0,LB,4050,700,Fab
32459.0,2023-01-04T00:00:00Z,1.0,CMS,Cargill Meat Solutions,SC5000,521.0,1CCO,32459.0,LB,95099,,
6615.8,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000379,113.0,1CCO,6615.8,LB,62308,707,Chub
18154.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000509,307.0,1CCO,18154.5,LB,73001,703,Harvest
5280.0,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000526,88.0,1CCO,5280.0,LB,70003,703,Harvest
240.0,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000693,4.0,1CCO,240.0,LB,78036,703,Harvest
900.0,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,000819,1.0,1CCO,900.0,LB,77001,703,Harvest
2617.4,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,002277,44.0,1CCO,2617.4,LB,62220,707,Chub
1175.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011334,20.0,1CCO,1175.7,LB,3004,700,Fab
2701.8,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011486,46.0,1CCO,2701.8,LB,2030,700,Fab
7115.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,011523,99.0,1CCO,7115.5,LB,1099,700,Fab
1545.3,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,012141,20.0,1CCO,1545.3,LB,12023,700,Fab
12171.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,016640,215.0,1CCO,12171.1,LB,10002,700,Fab
90.4,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,016842,1.0,1CCO,90.4,LB,8030,700,Fab
728.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,016945,12.0,1CCO,728.1,LB,9007,700,Fab
1928.2,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018325,26.0,1CCO,1928.2,LB,5004,700,Fab
9342.9,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018526,139.0,1CCO,9342.9,LB,4094,700,Fab
6336.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018845,84.0,1CCO,6336.1,LB,4050,700,Fab
8548.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,018924,109.0,1CCO,8548.7,LB,7010,700,Fab
9385.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,020343,143.0,1CCO,9385.5,LB,3025,700,Fab
12034.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,020371,222.0,1CCO,12034.1,LB,13014,700,Fab
57101.8,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,022194,907.0,1CCO,57101.8,LB,12003,700,Fab
6101.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,026632,3.0,1CCO,6102.0,LB,10002,700,Fab
2578.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,028521,58.0,1CCO,2578.1,LB,4098,700,Fab
3074.8,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,032070,54.0,1CCO,3074.8,LB,11001,700,Fab
667.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,038220,12.0,1CCO,667.7,LB,13020,700,Fab
620.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,038825,8.0,1CCO,620.5,LB,4050,700,Fab
3162.9,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,040326,76.0,1CCO,3162.9,LB,13010,700,Fab
5003.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,040371,89.0,1CCO,5003.7,LB,13014,700,Fab
4556.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,040702,295.0,1CCO,4556.7,LB,73003,0,Default
21.1,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,040730,2.0,1CCO,21.1,LB,75001,0,Default
1185.7,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,047125,16.0,1CCO,1185.7,LB,14001,700,Fab
74.5,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,047145,1.0,1CCO,74.5,LB,14001,700,Fab
47111.6,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,050602,28.0,1CCO,47120.0,LB,50137,700,Fab
54237.0,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,1437A,1.0,1CCO,54237.0,LB,50130,700,Fab
15132.3,2023-01-04T00:00:00Z,2.0,CMS,Cargill Meat Solutions,157305,375.0,1CCO,15000.0,LB,62273,707,Chub
13696.1,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000325,296.0,1CCO,13696.1,LB,62251,707,Chub
9100.0,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000427,6.0,1CCO,9102.0,LB,50001,700,Fab
780.0,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000655,13.0,1CCO,780.0,LB,74006,703,Harvest
900.0,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,000819,1.0,1CCO,900.0,LB,77001,703,Harvest
2791.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,002257,35.0,1CCO,2791.3,LB,62173,707,Chub
3998.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,010343,90.0,1CCO,3998.3,LB,1085,700,Fab
7360.5,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,010425,161.0,1CCO,7360.5,LB,1092,700,Fab
10305.0,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011042,5.0,1CCO,10305.0,LB,3026,700,Fab
13224.2,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,011324,212.0,1CCO,13224.2,LB,3004,700,Fab
14828.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012020,219.0,1CCO,14828.3,LB,11001,700,Fab
62.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,012030,1.0,1CCO,62.3,LB,11001,700,Fab
16620.7,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,016622,274.0,1CCO,16620.7,LB,10013,700,Fab
10115.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,018924,122.0,1CCO,10115.3,LB,7010,700,Fab
875.3,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,020393,16.0,1CCO,875.3,LB,50093,700,Fab
68.8,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022137,2.0,1CCO,68.8,LB,12016,700,Fab
2935.2,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,022195,71.0,1CCO,2935.2,LB,12020,700,Fab
2337.2,2023-01-05T00:00:00Z,1.0,CMS,Cargill Meat Solutions,030325,50.0,1CCO,2337.2,LB,13003,700,Fab
